rtApex	intensityApex	intensitySum	nScans	mz	rtStart	rtEnd	FAIMS	im	scanApex	hill_idx	hills_scan_lists	hills_intensity_list	hills_mz_array	feature_idx
53.3955	29631.55078	94604.39062	4	400.94705	53.3955	53.41626	0	0	19250	18458	[113, 114, 115, 116]	[29631.55078, 24227.68945, 13576.91406, 27168.23438]	[400.94757, 400.94675, 400.94672, 400.94699]	-1
53.40141	54484.10156	77325.32812	2	401.41281	53.3955	53.40141	0	0	19251	18459	[113, 114]	[22841.22852, 54484.10156]	[401.41299, 401.41272]	-1
53.3955	40902.46094	78243.0625	2	401.94583	53.3955	53.40141	0	0	19250	18460	[113, 114]	[40902.46094, 37340.60547]	[401.9458, 401.9458]	914
53.3955	14485.09961	27066.21484	2	403.88626	53.3955	53.40141	0	0	19250	18461	[113, 114]	[14485.09961, 12581.11426]	[403.8858, 403.88678]	-1
53.41034	47085.92969	101836.25781	4	404.07809	53.3955	53.41626	0	0	19255	18462	[113, 114, 115, 116]	[16442.20703, 17679.87695, 47085.92969, 20628.24414]	[404.07904, 404.07892, 404.0773, 404.07831]	-1
53.40141	49412.53906	125016.17969	4	404.90506	53.3955	53.41626	0	0	19251	18463	[113, 114, 115, 116]	[27765.53516, 49412.53906, 22079.39844, 25758.70117]	[404.90582, 404.90396, 404.90497, 404.90665]	968
53.3955	27912.9082	54574.96875	2	407.91205	53.3955	53.40141	0	0	19250	18464	[113, 114]	[27912.9082, 26662.0625]	[407.91275, 407.91135]	-1
53.40141	177068.75	552712.1875	4	408.90356	53.3955	53.41626	0	0	19251	18465	[113, 114, 115, 116]	[136624.5625, 177068.75, 83966.09375, 155052.78125]	[408.90421, 408.90375, 408.9025, 408.90335]	384
53.3955	15060.23535	29829.47656	2	409.87088	53.3955	53.40141	0	0	19250	18466	[113, 114]	[15060.23535, 14769.24121]	[409.8714, 409.87042]	-1
53.3955	27829.56641	96276.67188	4	409.94562	53.3955	53.41626	0	0	19250	18467	[113, 114, 115, 116]	[27829.56641, 19309.32227, 21819.28125, 27318.49805]	[409.94562, 409.94601, 409.94528, 409.94571]	-1
53.40141	29353.62305	54983.3125	2	410.01022	53.3955	53.40141	0	0	19251	18468	[113, 114]	[25629.69141, 29353.62305]	[410.01126, 410.00931]	-1
53.40141	26404.99414	43800.50781	2	412.95212	53.3955	53.40141	0	0	19251	18469	[113, 114]	[17395.51367, 26404.99414]	[412.95218, 412.95206]	-1
53.40141	15798.7002	29602.98438	2	415.0722	53.3955	53.40141	0	0	19251	18470	[113, 114]	[13804.28418, 15798.7002]	[415.07104, 415.07321]	-1
53.40141	68204.74219	95245.76562	2	419.24765	53.3955	53.40141	0	0	19251	18471	[113, 114]	[27041.02539, 68204.74219]	[419.24759, 419.24768]	-1
53.40141	22728.89062	64186.125	3	419.91187	53.3955	53.41034	0	0	19251	18472	[113, 114, 115]	[20797.2793, 22728.89062, 20659.95117]	[419.91284, 419.91251, 419.91025]	249
53.3955	25676.46094	39080.78125	2	420.00198	53.3955	53.40141	0	0	19250	18473	[113, 114]	[25676.46094, 13404.31934]	[420.00266, 420.00076]	-1
53.3955	25711.89844	50044.76562	2	424.14099	53.3955	53.40141	0	0	19250	18474	[113, 114]	[25711.89844, 24332.86719]	[424.14111, 424.1409]	-1
53.3955	58483.11328	82159.86719	2	424.8858	53.3955	53.40141	0	0	19250	18475	[113, 114]	[58483.11328, 23676.75586]	[424.88541, 424.8866]	-1
53.3955	22951.2793	43263.52344	2	425.57376	53.3955	53.40141	0	0	19250	18476	[113, 114]	[22951.2793, 20312.24414]	[425.57333, 425.57425]	-1
53.40141	62081.66406	86392.61719	2	427.58081	53.3955	53.40141	0	0	19251	18477	[113, 114]	[24310.95312, 62081.66406]	[427.58182, 427.58041]	-1
53.40141	21060.25977	39970.625	2	430.09164	53.3955	53.40141	0	0	19251	18478	[113, 114]	[18910.36328, 21060.25977]	[430.09109, 430.09222]	-1
53.41626	61421.97266	135408.15625	4	431.91385	53.3955	53.41626	0	0	19256	18479	[113, 114, 115, 116]	[25480.99805, 18817.16016, 29688.0332, 61421.97266]	[431.91431, 431.91501, 431.91306, 431.91357]	-1
53.3955	41595.48047	69703.78125	2	433.88589	53.3955	53.40141	0	0	19250	18480	[113, 114]	[41595.48047, 28108.29883]	[433.88574, 433.88617]	-1
53.3955	30043.34375	46804.67969	2	434.06784	53.3955	53.40141	0	0	19250	18481	[113, 114]	[30043.34375, 16761.33789]	[434.0679, 434.06772]	-1
53.3955	30913.39062	53229.04297	2	436.88113	53.3955	53.40141	0	0	19250	18482	[113, 114]	[30913.39062, 22315.65234]	[436.88177, 436.88028]	-1
53.40141	52126.53516	77813.9375	2	438.04636	53.3955	53.40141	0	0	19251	18483	[113, 114]	[25687.40234, 52126.53516]	[438.04706, 438.04602]	-1
53.41626	60151.20703	167756.45312	4	440.06354	53.3955	53.41626	0	0	19256	18484	[113, 114, 115, 116]	[21822.26758, 52250.49609, 33532.47656, 60151.20703]	[440.06357, 440.06314, 440.06436, 440.06339]	-1
53.3955	29110.04297	46892.19531	2	441.27283	53.3955	53.40141	0	0	19250	18485	[113, 114]	[29110.04297, 17782.15039]	[441.2724, 441.27356]	-1
53.40141	56536.85156	165521.75	4	442.06131	53.3955	53.41626	0	0	19251	18486	[113, 114, 115, 116]	[32613.60742, 56536.85156, 23218.70508, 53152.57812]	[442.06305, 442.06052, 442.06284, 442.06039]	851
53.40141	22417.76367	85950	4	450.08121	53.3955	53.41626	0	0	19251	18487	[113, 114, 115, 116]	[21972.02344, 22417.76367, 20018.75391, 21541.45703]	[450.0816, 450.08121, 450.08017, 450.08188]	986
53.3955	33444.20703	59377.65625	2	452.58249	53.3955	53.40141	0	0	19250	18488	[113, 114]	[33444.20703, 25933.44922]	[452.58304, 452.58185]	348
53.3955	23231.76953	43316.39062	2	457.77728	53.3955	53.40141	0	0	19250	18489	[113, 114]	[23231.76953, 20084.61914]	[457.77811, 457.77649]	-1
53.40141	32048.33398	62486.88281	2	461.27982	53.3955	53.40141	0	0	19251	18490	[113, 114]	[30438.54883, 32048.33398]	[461.27966, 461.27997]	-1
53.41626	59287.08984	151731.04688	4	461.89001	53.3955	53.41626	0	0	19256	18491	[113, 114, 115, 116]	[25278.1875, 29139.68164, 38026.08203, 59287.08984]	[461.89133, 461.89026, 461.89084, 461.88885]	-1
53.3955	23926.35352	45740.02344	2	463.79251	53.3955	53.40141	0	0	19250	18492	[113, 114]	[23926.35352, 21813.67188]	[463.79263, 463.79233]	-1
53.40141	55556.55859	157401.10938	4	480.62289	53.3955	53.41626	0	0	19251	18493	[113, 114, 115, 116]	[51645.23828, 55556.55859, 20239.39062, 29959.92578]	[480.6235, 480.62305, 480.62204, 480.6221]	562
53.41034	29947.95508	105546.09375	4	483.90808	53.3955	53.41626	0	0	19255	18494	[113, 114, 115, 116]	[27420.78711, 24168.68555, 29947.95508, 24008.66406]	[483.90808, 483.90704, 483.90884, 483.90823]	-1
53.3955	31499.84766	81709.24219	3	484.8793	53.3955	53.41034	0	0	19250	18495	[113, 114, 115]	[31499.84766, 27231.94531, 22977.44922]	[484.87982, 484.87888, 484.87897]	417
53.40141	66284	120900.25781	2	492.85123	53.3955	53.40141	0	0	19251	18496	[113, 114]	[54616.25781, 66284]	[492.85046, 492.85184]	-1
53.40141	59351.80078	180881.625	4	505.89484	53.3955	53.41626	0	0	19251	18497	[113, 114, 115, 116]	[57498.15234, 59351.80078, 42011.80469, 22019.87305]	[505.89496, 505.89468, 505.89505, 505.89453]	-1
53.41034	46993.42578	122723.04688	4	519.08435	53.3955	53.41626	0	0	19255	18498	[113, 114, 115, 116]	[24398.02344, 27208.73828, 46993.42578, 24122.85938]	[519.08478, 519.08484, 519.08429, 519.08325]	-1
53.3955	53391.85938	76789.46875	2	521.98022	53.3955	53.40141	0	0	19250	18499	[113, 114]	[53391.85938, 23397.60938]	[521.97992, 521.98083]	-1
53.41626	54253.58984	129332.14062	4	522.20526	53.3955	53.41626	0	0	19256	18500	[113, 114, 115, 116]	[23558.85742, 30056.55664, 21463.13281, 54253.58984]	[522.20563, 522.20428, 522.20569, 522.20557]	-1
53.40141	81128.23438	101861.09375	2	527.58844	53.3955	53.40141	0	0	19251	18501	[113, 114]	[20732.85742, 81128.23438]	[527.58545, 527.58923]	-1
53.41626	63401.33203	186221.70312	4	528.11389	53.3955	53.41626	0	0	19256	18502	[113, 114, 115, 116]	[43817.16016, 38828.75781, 40174.44922, 63401.33203]	[528.11475, 528.1123, 528.11456, 528.11395]	-1
53.3955	48693	74372.8125	2	532.86792	53.3955	53.40141	0	0	19250	18503	[113, 114]	[48693, 25679.80859]	[532.8689, 532.86603]	-1
53.3955	28950.33203	56879.125	2	536.01385	53.3955	53.40141	0	0	19250	18504	[113, 114]	[28950.33203, 27928.79297]	[536.01422, 536.01349]	-1
53.3955	55889.41016	167151.0625	4	538.86523	53.3955	53.41626	0	0	19250	18505	[113, 114, 115, 116]	[55889.41016, 31553.58984, 46681.23828, 33026.82422]	[538.8656, 538.8656, 538.86475, 538.86505]	-1
53.3955	70674.21094	95119.125	2	540.33435	53.3955	53.40141	0	0	19250	18506	[113, 114]	[70674.21094, 24444.91211]	[540.3338, 540.33606]	-1
53.40141	101842.46875	271848.40625	4	541.04034	53.3955	53.41626	0	0	19251	18507	[113, 114, 115, 116]	[51935.53516, 101842.46875, 51448.56641, 66621.85156]	[541.04034, 541.04059, 541.03986, 541.04041]	807
53.40141	126034.07031	252637.89062	4	542.12915	53.3955	53.41626	0	0	19251	18508	[113, 114, 115, 116]	[50383.01562, 126034.07031, 48392.89062, 27827.91016]	[542.12878, 542.12952, 542.12921, 542.12811]	-1
53.40141	28173.48438	52830.97656	2	542.82312	53.3955	53.40141	0	0	19251	18509	[113, 114]	[24657.49414, 28173.48438]	[542.82385, 542.82245]	-1
53.3955	58837.73047	115508.25781	3	543.90881	53.3955	53.41034	0	0	19250	18510	[113, 114, 115]	[58837.73047, 28913.31445, 27757.21289]	[543.90839, 543.90979, 543.90869]	-1
53.41034	79412.89062	205666.59375	3	544.32788	53.3955	53.41034	0	0	19255	18511	[113, 114, 115]	[53486.16797, 72767.53125, 79412.89062]	[544.32806, 544.32697, 544.32867]	-1
53.40141	23796.67969	44879.76953	2	548.58514	53.3955	53.40141	0	0	19251	18512	[113, 114]	[21083.08984, 23796.67969]	[548.5849, 548.58533]	-1
53.41626	72645.6875	183359.32812	4	560.3288	53.3955	53.41626	0	0	19256	18513	[113, 114, 115, 116]	[27983.57617, 58144.03125, 24586.02734, 72645.6875]	[560.33002, 560.32831, 560.32812, 560.32898]	-1
53.40141	29469.36719	56171.85938	2	560.89709	53.3955	53.40141	0	0	19251	18514	[113, 114]	[26702.49023, 29469.36719]	[560.89618, 560.89789]	-1
53.41626	68168.50781	226494.90625	4	562.34467	53.3955	53.41626	0	0	19256	18515	[113, 114, 115, 116]	[31983.44531, 64667.08984, 61675.85547, 68168.50781]	[562.34473, 562.3446, 562.34454, 562.34485]	-1
53.3955	53140.5625	86171.19531	2	570.86572	53.3955	53.40141	0	0	19250	18516	[113, 114]	[53140.5625, 33030.63281]	[570.86542, 570.86627]	-1
53.41626	169361.98438	406474.875	4	577.07068	53.3955	53.41626	0	0	19256	18517	[113, 114, 115, 116]	[73174.05469, 79161.35938, 84777.46094, 169361.98438]	[577.07153, 577.07098, 577.07007, 577.07056]	631
53.40141	67513.04688	91729.55469	2	590.28125	53.3955	53.40141	0	0	19251	18518	[113, 114]	[24216.50586, 67513.04688]	[590.2829, 590.2807]	-1
53.41034	114463.41406	328040.8125	4	591.59912	53.3955	53.41626	0	0	19255	18519	[113, 114, 115, 116]	[24560.29688, 76675.21875, 114463.41406, 112341.85938]	[591.59869, 591.60022, 591.59839, 591.59943]	76
53.41626	62682.30469	198048.84375	4	591.85083	53.3955	53.41626	0	0	19256	18520	[113, 114, 115, 116]	[62079.03516, 28159.9707, 45127.54297, 62682.30469]	[591.84991, 591.84906, 591.85175, 591.85193]	76
53.40141	31973.79492	63527.98438	2	601.78302	53.3955	53.40141	0	0	19251	18521	[113, 114]	[31554.18945, 31973.79492]	[601.78314, 601.78302]	541
53.40141	32300.63867	62112.55469	2	605.63568	53.3955	53.40141	0	0	19251	18522	[113, 114]	[29811.91406, 32300.63867]	[605.63593, 605.6355]	873
53.40141	31222.15039	57864.66406	2	606.83545	53.3955	53.40141	0	0	19251	18523	[113, 114]	[26642.51367, 31222.15039]	[606.83667, 606.83435]	-1
53.3955	71905.9375	100777.38281	2	619.83734	53.3955	53.40141	0	0	19250	18524	[113, 114]	[71905.9375, 28871.44727]	[619.83765, 619.83649]	-1
53.3955	30928.34375	61575.09375	2	632.37024	53.3955	53.40141	0	0	19250	18525	[113, 114]	[30928.34375, 30646.75195]	[632.36963, 632.37079]	106
53.41626	72523.00781	229218.875	4	636.01196	53.3955	53.41626	0	0	19256	18526	[113, 114, 115, 116]	[54197.48438, 54673.29297, 47825.10156, 72523.00781]	[636.0108, 636.01215, 636.01147, 636.01306]	-1
53.3955	66153.60156	132110.8125	2	642.87268	53.3955	53.40141	0	0	19250	18527	[113, 114]	[66153.60156, 65957.21875]	[642.87067, 642.87469]	-1
53.3955	112237.67188	210997.96875	3	650.24518	53.3955	53.41034	0	0	19250	18528	[113, 114, 115]	[112237.67188, 40962.72656, 57797.5625]	[650.24561, 650.24469, 650.24475]	674
53.41034	43448.96484	100245.46875	3	650.74548	53.3955	53.41034	0	0	19255	18529	[113, 114, 115]	[27578.4668, 29218.03516, 43448.96484]	[650.74414, 650.74915, 650.7439]	674
53.41626	100087.04688	250088.39062	4	691.36823	53.3955	53.41626	0	0	19256	18530	[113, 114, 115, 116]	[32472.35742, 63910.01562, 53618.96875, 100087.04688]	[691.36877, 691.36761, 691.36676, 691.36926]	-1
53.40141	104933.4375	345541.84375	4	700.70166	53.3955	53.41626	0	0	19251	18531	[113, 114, 115, 116]	[83577.90625, 104933.4375, 67895.71875, 89134.77344]	[700.70172, 700.70166, 700.70117, 700.70197]	-1
53.41034	80290.74219	241795.78125	4	701.37115	53.3955	53.41626	0	0	19255	18532	[113, 114, 115, 116]	[51774.17969, 29711.71875, 80290.74219, 80019.13281]	[701.37134, 701.37219, 701.36951, 701.37244]	-1
53.3955	99571.64844	292464.84375	4	707.87927	53.3955	53.41626	0	0	19250	18533	[113, 114, 115, 116]	[99571.64844, 65187.02734, 52198.08984, 75508.07031]	[707.88025, 707.87946, 707.87817, 707.87885]	-1
53.40141	69233.92188	158274.89062	3	712.85315	53.3955	53.41034	0	0	19251	18534	[113, 114, 115]	[27102.59766, 69233.92188, 61938.37109]	[712.85284, 712.85284, 712.85358]	-1
53.40141	70773.4375	149226.1875	3	725.86786	53.3955	53.41034	0	0	19251	18535	[113, 114, 115]	[28806.53906, 70773.4375, 49646.21094]	[725.86554, 725.86792, 725.86914]	-1
53.3955	62719.50781	90673.91406	2	757.43048	53.3955	53.40141	0	0	19250	18536	[113, 114]	[62719.50781, 27954.4043]	[757.43036, 757.43073]	-1
53.40141	97024.24219	267533.09375	4	763.39642	53.3955	53.41626	0	0	19251	18537	[113, 114, 115, 116]	[58492.77344, 97024.24219, 23551.31641, 88464.75781]	[763.39819, 763.39447, 763.39917, 763.39679]	41
53.40141	65456.19141	118326.89062	2	854.4483	53.3955	53.40141	0	0	19251	18538	[113, 114]	[52870.69531, 65456.19141]	[854.44708, 854.44928]	-1
53.3955	59050.35547	86395.17188	2	861.36926	53.3955	53.40141	0	0	19250	18539	[113, 114]	[59050.35547, 27344.81641]	[861.36945, 861.36865]	-1
53.41034	48595.98828	107321.28125	3	864.43121	53.3955	53.41034	0	0	19255	18540	[113, 114, 115]	[29164.5918, 29560.70117, 48595.98828]	[864.42938, 864.43274, 864.43134]	-1
53.3955	52227.11719	123536.35938	3	899.45093	53.3955	53.41034	0	0	19250	18541	[113, 114, 115]	[52227.11719, 26084.71289, 45224.53125]	[899.44952, 899.45172, 899.45215]	885
53.3955	79357.09375	126369.59375	2	899.95233	53.3955	53.40141	0	0	19250	18542	[113, 114]	[79357.09375, 47012.50391]	[899.95239, 899.95197]	885
53.40141	32129.41797	56829.52734	2	1016.52606	53.3955	53.40141	0	0	19251	18543	[113, 114]	[24700.10938, 32129.41797]	[1016.52667, 1016.52551]	-1
53.41626	28074.38477	64278.71094	3	360.15121	53.40141	53.41626	0	0	19256	18544	[114, 115, 116]	[23475.1543, 12729.17188, 28074.38477]	[360.15097, 360.151, 360.15152]	-1
53.41034	20222.2168	33079.80859	2	360.45056	53.40141	53.41034	0	0	19255	18545	[114, 115]	[12857.5918, 20222.2168]	[360.45096, 360.45032]	-1
53.41626	16737.46875	40396.40625	3	360.98386	53.40141	53.41626	0	0	19256	18546	[114, 115, 116]	[12831.90625, 10827.03125, 16737.46875]	[360.98364, 360.98392, 360.98392]	-1
53.40141	23122.24023	45674.79297	3	362.99335	53.40141	53.41626	0	0	19251	18547	[114, 115, 116]	[23122.24023, 9850.03516, 12702.51855]	[362.99338, 362.99341, 362.99319]	-1
53.41034	21234.81445	40998.52344	2	363.40656	53.40141	53.41034	0	0	19255	18548	[114, 115]	[19763.70898, 21234.81445]	[363.40552, 363.4075]	-1
53.41626	70710.34375	153498.8125	3	363.99402	53.40141	53.41626	0	0	19256	18549	[114, 115, 116]	[33210.02344, 49578.44141, 70710.34375]	[363.99429, 363.99374, 363.99414]	-1
53.40141	59295.26953	90216.59375	3	365.89951	53.40141	53.41626	0	0	19251	18550	[114, 115, 116]	[59295.26953, 18345.50781, 12575.80859]	[365.89902, 365.90076, 365.90018]	-1
53.40141	23280.46484	44341.24219	2	366.95071	53.40141	53.41034	0	0	19251	18551	[114, 115]	[23280.46484, 21060.77734]	[366.95059, 366.95084]	-1
53.41034	38285.63672	71625.34375	3	368.00525	53.40141	53.41626	0	0	19255	18552	[114, 115, 116]	[13639.70605, 38285.63672, 19700.00195]	[368.00516, 368.00513, 368.00552]	-1
53.40141	24991.0918	44473.07031	2	371.90982	53.40141	53.41034	0	0	19251	18553	[114, 115]	[24991.0918, 19481.97852]	[371.91003, 371.90952]	-1
53.41626	66091.52344	99481.57031	3	374.9624	53.40141	53.41626	0	0	19256	18554	[114, 115, 116]	[12529.38379, 20860.66406, 66091.52344]	[374.96219, 374.96124, 374.96277]	-1
53.41034	17083.79883	30038.15234	2	375.03	53.40141	53.41034	0	0	19255	18555	[114, 115]	[12954.35254, 17083.79883]	[375.03006, 375.02994]	-1
53.41626	27616.08984	50788.1875	3	375.05893	53.40141	53.41626	0	0	19256	18556	[114, 115, 116]	[11284.0332, 11888.06445, 27616.08984]	[375.05768, 375.0582, 375.05978]	-1
53.40141	25032.98828	40872.57812	2	376.57172	53.40141	53.41034	0	0	19251	18557	[114, 115]	[25032.98828, 15839.58887]	[376.57169, 376.57178]	-1
53.40141	79464.65625	127989.32812	3	376.89487	53.40141	53.41626	0	0	19251	18558	[114, 115, 116]	[79464.65625, 22223.34375, 26301.32812]	[376.8952, 376.89499, 376.89368]	-1
53.41034	17938.89062	33585.78125	2	377.88266	53.40141	53.41034	0	0	19255	18559	[114, 115]	[15646.89062, 17938.89062]	[377.88266, 377.88266]	-1
53.40141	64993.20312	107153.02344	3	380.05939	53.40141	53.41626	0	0	19251	18560	[114, 115, 116]	[64993.20312, 24357.60742, 17802.21289]	[380.05951, 380.05914, 380.0593]	-1
53.41626	14524.49609	38419.46094	3	380.09445	53.40141	53.41626	0	0	19256	18561	[114, 115, 116]	[11567.92383, 12327.03906, 14524.49609]	[380.09399, 380.09491, 380.09442]	-1
53.40141	18308.07422	33343.43359	2	380.14285	53.40141	53.41034	0	0	19251	18562	[114, 115]	[18308.07422, 15035.3584]	[380.14301, 380.14267]	-1
53.40141	18648.45508	33057.75	2	384.40448	53.40141	53.41034	0	0	19251	18563	[114, 115]	[18648.45508, 14409.29688]	[384.40424, 384.40472]	-1
53.40141	26359.66602	58496.5625	3	384.9115	53.40141	53.41626	0	0	19251	18564	[114, 115, 116]	[26359.66602, 15733.38574, 16403.51172]	[384.91211, 384.91086, 384.91107]	-1
53.40141	29253.17773	64803.67188	3	385.97601	53.40141	53.41626	0	0	19251	18565	[114, 115, 116]	[29253.17773, 21192.11523, 14358.37891]	[385.97626, 385.97668, 385.97452]	-1
53.41626	18493.42773	49289.39062	3	387.05515	53.40141	53.41626	0	0	19256	18566	[114, 115, 116]	[15912.57812, 14883.38184, 18493.42773]	[387.05334, 387.05579, 387.05624]	1102
53.41034	13955.4375	26786.26562	2	388.06067	53.40141	53.41034	0	0	19255	18567	[114, 115]	[12830.82812, 13955.4375]	[388.05972, 388.06158]	1102
53.41626	23350.68555	55137.28906	3	388.9111	53.40141	53.41626	0	0	19256	18568	[114, 115, 116]	[13606.2168, 18180.38477, 23350.68555]	[388.91028, 388.91156, 388.91125]	-1
53.41034	23109.06836	37362.69531	2	389.01407	53.40141	53.41034	0	0	19255	18569	[114, 115]	[14253.62793, 23109.06836]	[389.01431, 389.01389]	-1
53.40141	18979.07617	31598.58984	2	389.9238	53.40141	53.41034	0	0	19251	18570	[114, 115]	[18979.07617, 12619.51465]	[389.92401, 389.92346]	-1
53.40141	58980.36328	136804.28125	3	390.9321	53.40141	53.41626	0	0	19251	18571	[114, 115, 116]	[58980.36328, 30238.48047, 47585.4375]	[390.9321, 390.93259, 390.93173]	-1
53.40141	20388.55469	56229.1875	3	392.22879	53.40141	53.41626	0	0	19251	18572	[114, 115, 116]	[20388.55469, 18396.99414, 17443.64062]	[392.22873, 392.22919, 392.22842]	-1
53.40141	50752.69922	92940.70312	3	394.07513	53.40141	53.41626	0	0	19251	18573	[114, 115, 116]	[50752.69922, 26535.15234, 15652.85156]	[394.07516, 394.07498, 394.07529]	-1
53.41626	33904.98047	67194.19531	3	396.50354	53.40141	53.41626	0	0	19256	18574	[114, 115, 116]	[20934.625, 12354.59082, 33904.98047]	[396.50476, 396.50311, 396.5029]	-1
53.41626	27804.16016	67566.17188	3	398.98141	53.40141	53.41626	0	0	19256	18575	[114, 115, 116]	[18101.20703, 21660.80664, 27804.16016]	[398.98047, 398.98154, 398.98187]	181
53.40141	18496.75781	34089.5	2	401.77545	53.40141	53.41034	0	0	19251	18576	[114, 115]	[18496.75781, 15592.74414]	[401.77631, 401.77435]	-1
53.41034	79258.09375	213677.21875	3	403.90091	53.40141	53.41626	0	0	19255	18577	[114, 115, 116]	[75876.14844, 79258.09375, 58542.96875]	[403.90189, 403.9007, 403.89993]	968
53.40141	23923.13672	39166.95312	2	404.00562	53.40141	53.41034	0	0	19251	18578	[114, 115]	[23923.13672, 15243.81445]	[404.00589, 404.00525]	-1
53.40141	27186.79297	67386.04688	3	405.08966	53.40141	53.41626	0	0	19251	18579	[114, 115, 116]	[27186.79297, 17640.07227, 22559.17578]	[405.09103, 405.08997, 405.08783]	-1
53.41034	14771.12598	29288.31445	2	405.84241	53.40141	53.41034	0	0	19255	18580	[114, 115]	[14517.18848, 14771.12598]	[405.84201, 405.84277]	-1
53.41034	22791.89453	42621.41406	2	407.01691	53.40141	53.41034	0	0	19255	18581	[114, 115]	[19829.51953, 22791.89453]	[407.01672, 407.01712]	-1
53.41626	95346.86719	209199.03125	3	407.8923	53.40141	53.41626	0	0	19256	18582	[114, 115, 116]	[67264.53906, 46587.62891, 95346.86719]	[407.89377, 407.89163, 407.89154]	1093
53.41034	21970.93945	60109.96094	3	408.05347	53.40141	53.41626	0	0	19255	18583	[114, 115, 116]	[20655.59961, 21970.93945, 17483.42383]	[408.05307, 408.05396, 408.05328]	-1
53.41626	26693.51953	65411.26172	3	408.09045	53.40141	53.41626	0	0	19256	18584	[114, 115, 116]	[23790.82812, 14926.91309, 26693.51953]	[408.09018, 408.09048, 408.09073]	1093
53.41626	28555.48828	72088.10938	3	408.12418	53.40141	53.41626	0	0	19256	18585	[114, 115, 116]	[19553.34766, 23979.27734, 28555.48828]	[408.12241, 408.12433, 408.12518]	-1
53.41626	28634.05078	60504.10156	3	408.24023	53.40141	53.41626	0	0	19256	18586	[114, 115, 116]	[11599.2168, 20270.83203, 28634.05078]	[408.23898, 408.24081, 408.24033]	-1
53.41626	20406.27344	56962.5	3	410.11942	53.40141	53.41626	0	0	19256	18587	[114, 115, 116]	[18788.92188, 17767.30273, 20406.27344]	[410.11969, 410.11957, 410.11905]	-1
53.41626	149328.67188	319599.25	3	410.29507	53.40141	53.41626	0	0	19256	18588	[114, 115, 116]	[86391.14844, 83879.45312, 149328.67188]	[410.29379, 410.2948, 410.2959]	-1
53.40141	56449.65625	111242.00781	3	413.91623	53.40141	53.41626	0	0	19251	18589	[114, 115, 116]	[56449.65625, 25030.01758, 29762.33398]	[413.91641, 413.91577, 413.91626]	-1
53.41034	17875.97266	32569.07617	2	414.24445	53.40141	53.41034	0	0	19255	18590	[114, 115]	[14693.10352, 17875.97266]	[414.24399, 414.24481]	-1
53.40141	27269.89062	48667.35547	2	414.87613	53.40141	53.41034	0	0	19251	18591	[114, 115]	[27269.89062, 21397.46484]	[414.87613, 414.8761]	-1
53.41034	16436.48828	30233.46289	2	415.91068	53.40141	53.41034	0	0	19255	18592	[114, 115]	[13796.97461, 16436.48828]	[415.90936, 415.91177]	-1
53.41034	21288.94727	40765.8125	2	416.0965	53.40141	53.41034	0	0	19255	18593	[114, 115]	[19476.86523, 21288.94727]	[416.09674, 416.09625]	-1
53.41034	57704.19531	143673.5	3	416.99265	53.40141	53.41626	0	0	19255	18594	[114, 115, 116]	[28680.96289, 57704.19531, 57288.34375]	[416.99365, 416.99246, 416.99228]	-1
53.41626	53634.08984	115675.76562	3	417.91498	53.40141	53.41626	0	0	19256	18595	[114, 115, 116]	[46393.57422, 15648.10547, 53634.08984]	[417.91461, 417.91599, 417.91498]	-1
53.41034	23611.82617	65378.12891	3	420.10999	53.40141	53.41626	0	0	19255	18596	[114, 115, 116]	[22598.61133, 23611.82617, 19167.69141]	[420.10873, 420.1106, 420.11075]	249
53.41034	24305.03711	62282.60156	3	422.08743	53.40141	53.41626	0	0	19255	18597	[114, 115, 116]	[17642.37695, 24305.03711, 20335.18555]	[422.08783, 422.08719, 422.0874]	-1
53.40141	25925.73047	64686.21484	3	423.82285	53.40141	53.41626	0	0	19251	18598	[114, 115, 116]	[25925.73047, 22397.19531, 16363.28809]	[423.82343, 423.82254, 423.82242]	-1
53.40141	26697.10938	44869.25	2	423.95493	53.40141	53.41034	0	0	19251	18599	[114, 115]	[26697.10938, 18172.14258]	[423.95413, 423.95612]	-1
53.41034	25219.43164	40569.86719	2	424.85458	53.40141	53.41034	0	0	19255	18600	[114, 115]	[15350.43359, 25219.43164]	[424.85553, 424.85406]	-1
53.40141	27407.23633	60211.30469	3	430.04248	53.40141	53.41626	0	0	19251	18601	[114, 115, 116]	[27407.23633, 13534.4502, 19269.61523]	[430.04263, 430.04092, 430.04337]	-1
53.41626	81553.82812	183790.45312	3	430.31192	53.40141	53.41626	0	0	19256	18602	[114, 115, 116]	[75114.5, 27122.12695, 81553.82812]	[430.31192, 430.31363, 430.31137]	-1
53.40141	56504.87109	75878.5625	2	432.07324	53.40141	53.41034	0	0	19251	18603	[114, 115]	[56504.87109, 19373.68945]	[432.07318, 432.07336]	-1
53.40141	26682.74414	72110.72656	3	434.56769	53.40141	53.41626	0	0	19251	18604	[114, 115, 116]	[26682.74414, 21155.35547, 24272.62695]	[434.56702, 434.5675, 434.56851]	1270
53.40141	53830.75391	69276.14062	2	434.88187	53.40141	53.41034	0	0	19251	18605	[114, 115]	[53830.75391, 15445.38965]	[434.88211, 434.88092]	-1
53.41626	25400.67383	63683.39062	3	436.04648	53.40141	53.41626	0	0	19256	18606	[114, 115, 116]	[19491.56836, 18791.15234, 25400.67383]	[436.04669, 436.04639, 436.0463]	-1
